reg
diabetes

/home/mbaddar/Documents/mbaddar/phd/genmodel/genmodel39_venv/bin/python /home/mbaddar/Documents/mbaddar/phd/genmodel/RectifiedFlow/tutorial/test_tensor_bsplines_clf_reg.py
data range = (-0.13776722569000302, 0.19878798965729408)
Iteration 2963, loss = 1368.07445178
Iteration 2964, loss = 1368.04149926
Iteration 2965, loss = 1368.13709700
Iteration 2966, loss = 1368.40505200
Iteration 2967, loss = 1367.97195861
Iteration 2968, loss = 1367.91154934
Iteration 2969, loss = 1367.95041800
Iteration 2970, loss = 1367.95012089
Iteration 2971, loss = 1367.82127703
Iteration 2972, loss = 1368.01609491
Iteration 2973, loss = 1367.74519946
Iteration 2974, loss = 1368.79015600
Iteration 2975, loss = 1367.86469187
Iteration 2976, loss = 1367.75534985
Iteration 2977, loss = 1368.13933185
Iteration 2978, loss = 1367.89572698
Iteration 2979, loss = 1367.72358581
Iteration 2980, loss = 1368.03415709
Iteration 2981, loss = 1367.70797246
Iteration 2982, loss = 1367.52770595
Iteration 2983, loss = 1368.36083447
Iteration 2984, loss = 1367.56143818
Iteration 2985, loss = 1367.46162208
Iteration 2986, loss = 1368.80592688
Iteration 2987, loss = 1367.56361254
Iteration 2988, loss = 1367.44412196
Iteration 2989, loss = 1367.36206266
Iteration 2990, loss = 1367.42159610
Iteration 2991, loss = 1367.27521822
Iteration 2992, loss = 1367.62369028
Iteration 2993, loss = 1367.20838484
Iteration 2994, loss = 1367.28885754
Iteration 2995, loss = 1367.45294137
Iteration 2996, loss = 1367.28246016
Iteration 2997, loss = 1367.59078308
Iteration 2998, loss = 1367.48780788
Iteration 2999, loss = 1367.29066864
Iteration 3000, loss = 1367.10893905
Iteration 3001, loss = 1367.04319805
Iteration 3002, loss = 1367.13802814
Iteration 3003, loss = 1367.16296594
Iteration 3004, loss = 1367.11860578
Iteration 3005, loss = 1367.21881123
Iteration 3006, loss = 1367.33115277
Iteration 3007, loss = 1367.25369533
Iteration 3008, loss = 1367.08053764
Iteration 3009, loss = 1367.03588187
Iteration 3010, loss = 1366.85763851
Iteration 3011, loss = 1366.89687833
Iteration 3012, loss = 1367.62179671
Iteration 3013, loss = 1366.85560156
Iteration 3014, loss = 1367.07138989
Iteration 3015, loss = 1366.81391029
Iteration 3016, loss = 1366.96809696
Iteration 3017, loss = 1366.78283283
Iteration 3018, loss = 1366.90685980
Iteration 3019, loss = 1366.63333152
Iteration 3020, loss = 1366.65984440
Iteration 3021, loss = 1366.59917053
Iteration 3022, loss = 1366.56021223
Iteration 3023, loss = 1366.64637596
Iteration 3024, loss = 1366.56033344
Iteration 3025, loss = 1366.44825488
Iteration 3026, loss = 1366.54558356
Iteration 3027, loss = 1367.08116004
Iteration 3028, loss = 1366.51262640
Iteration 3029, loss = 1366.41997125
Iteration 3030, loss = 1366.37959698
Iteration 3031, loss = 1366.30408320
Iteration 3032, loss = 1366.28908228
Iteration 3033, loss = 1366.28706334
Iteration 3034, loss = 1366.19398399
Iteration 3035, loss = 1366.38244861
Iteration 3036, loss = 1366.20930045
Iteration 3037, loss = 1366.38281501
Iteration 3038, loss = 1366.12016952
Iteration 3039, loss = 1366.19845446
Iteration 3040, loss = 1366.20706094
Iteration 3041, loss = 1366.20275160
Iteration 3042, loss = 1366.11176708
Iteration 3043, loss = 1366.10045611
Iteration 3044, loss = 1366.02318701
Iteration 3045, loss = 1366.01855507
Iteration 3046, loss = 1365.90486583
Iteration 3047, loss = 1365.91061836
Iteration 3048, loss = 1365.83642858
Iteration 3049, loss = 1365.89223497
Iteration 3050, loss = 1365.82561877
Iteration 3051, loss = 1365.86350161
Iteration 3052, loss = 1366.06665501
Iteration 3053, loss = 1365.80316042
Iteration 3054, loss = 1366.06665686
Iteration 3055, loss = 1365.66192492
Iteration 3056, loss = 1365.59177378
Iteration 3057, loss = 1365.61492934
Iteration 3058, loss = 1365.83236518
Iteration 3059, loss = 1365.61399892
Iteration 3060, loss = 1365.67044194
Iteration 3061, loss = 1365.81771240
Iteration 3062, loss = 1366.02688964
Iteration 3063, loss = 1365.55036976
Iteration 3064, loss = 1365.92031400
Iteration 3065, loss = 1365.47575066
Iteration 3066, loss = 1365.43794695
Iteration 3067, loss = 1365.53750585
Iteration 3068, loss = 1365.33067728
Iteration 3069, loss = 1366.57857275
Iteration 3070, loss = 1365.32936270
Iteration 3071, loss = 1365.23729821
Iteration 3072, loss = 1365.86568063
Iteration 3073, loss = 1365.26868135
Iteration 3074, loss = 1365.49655629
Iteration 3075, loss = 1365.18873622
Iteration 3076, loss = 1365.18002677
Iteration 3077, loss = 1365.51424242
Iteration 3078, loss = 1365.10241940
Iteration 3079, loss = 1365.08637193
Iteration 3080, loss = 1365.13463984
Iteration 3081, loss = 1365.29540700
Iteration 3082, loss = 1364.98294431
Iteration 3083, loss = 1365.17911008
Iteration 3084, loss = 1365.22703945
Iteration 3085, loss = 1365.04369158
Iteration 3086, loss = 1364.91592311
Iteration 3087, loss = 1364.85738256
Iteration 3088, loss = 1364.80718969
Iteration 3089, loss = 1365.13146859
Iteration 3090, loss = 1364.74465547
Iteration 3091, loss = 1365.52620675
Iteration 3092, loss = 1365.09557126
Iteration 3093, loss = 1364.78824416
Iteration 3094, loss = 1364.74072837
Iteration 3095, loss = 1364.73282604
Iteration 3096, loss = 1364.64744891
Iteration 3097, loss = 1364.94180023
Iteration 3098, loss = 1364.70367202
Iteration 3099, loss = 1364.78464697
Iteration 3100, loss = 1364.84840523
Iteration 3101, loss = 1364.63647481
Iteration 3102, loss = 1364.79311225
Iteration 3103, loss = 1364.51074921
Iteration 3104, loss = 1364.62450158
Iteration 3105, loss = 1364.33002346
Iteration 3106, loss = 1364.51928960
Iteration 3107, loss = 1364.65920283
Iteration 3108, loss = 1364.62109859
Iteration 3109, loss = 1364.49909162
Iteration 3110, loss = 1364.37131554
Iteration 3111, loss = 1364.41878689
Iteration 3112, loss = 1365.25426209
Iteration 3113, loss = 1364.23873293
Iteration 3114, loss = 1364.22905354
Iteration 3115, loss = 1364.19422428
Iteration 3116, loss = 1364.30126755
Iteration 3117, loss = 1364.13521363
Iteration 3118, loss = 1364.13500041
Iteration 3119, loss = 1364.13389740
Iteration 3120, loss = 1364.13429688
Iteration 3121, loss = 1364.28997014
Iteration 3122, loss = 1363.99850610
Iteration 3123, loss = 1364.30596939
Iteration 3124, loss = 1364.11838189
Iteration 3125, loss = 1364.36151880
Iteration 3126, loss = 1364.04414864
Iteration 3127, loss = 1364.10217681
Iteration 3128, loss = 1364.00376195
Iteration 3129, loss = 1363.91259764
Iteration 3130, loss = 1363.94593989
Iteration 3131, loss = 1363.94137023
Iteration 3132, loss = 1363.78698413
Iteration 3133, loss = 1363.84231283
Iteration 3134, loss = 1363.87425669
Iteration 3135, loss = 1363.80886807
Iteration 3136, loss = 1363.81546416
Iteration 3137, loss = 1363.82307601
Iteration 3138, loss = 1363.74229454
Iteration 3139, loss = 1363.78824985
Iteration 3140, loss = 1363.72183300
Iteration 3141, loss = 1363.72962857
Iteration 3142, loss = 1363.60565749
Iteration 3143, loss = 1363.61274605
Iteration 3144, loss = 1363.58740273
Iteration 3145, loss = 1363.51220340
Iteration 3146, loss = 1363.99738170
Iteration 3147, loss = 1363.91612316
Iteration 3148, loss = 1363.63167380
Iteration 3149, loss = 1363.39141425
Iteration 3150, loss = 1363.39363137
Iteration 3151, loss = 1363.41292563
Iteration 3152, loss = 1363.39205283
Iteration 3153, loss = 1363.51800212
Iteration 3154, loss = 1363.63254870
Iteration 3155, loss = 1363.30432141
Iteration 3156, loss = 1363.19853082
Iteration 3157, loss = 1363.29628765
Iteration 3158, loss = 1363.35524446
Iteration 3159, loss = 1363.21480882
Iteration 3160, loss = 1363.16583803
Iteration 3161, loss = 1363.15680390
Iteration 3162, loss = 1363.06655334
Iteration 3163, loss = 1363.53284362
Iteration 3164, loss = 1363.28135716
Iteration 3165, loss = 1363.29731157
Iteration 3166, loss = 1363.15052587
Iteration 3167, loss = 1363.59201921
Iteration 3168, loss = 1363.31560393
Iteration 3169, loss = 1363.02256503
Iteration 3170, loss = 1362.93197512
Iteration 3171, loss = 1362.97570723
Iteration 3172, loss = 1363.24083690
Iteration 3173, loss = 1362.88438141
Iteration 3174, loss = 1363.30930643
Iteration 3175, loss = 1362.86612423
Iteration 3176, loss = 1363.33905326
Iteration 3177, loss = 1362.71430728
Iteration 3178, loss = 1363.21675152
Iteration 3179, loss = 1362.71296508
Iteration 3180, loss = 1362.74880869
Iteration 3181, loss = 1363.22346381
Iteration 3182, loss = 1362.83665531
Iteration 3183, loss = 1363.17274139
Iteration 3184, loss = 1362.58748352
Iteration 3185, loss = 1362.49485196
Iteration 3186, loss = 1362.52849649
Iteration 3187, loss = 1362.69802398
Iteration 3188, loss = 1362.67815443
Iteration 3189, loss = 1362.81375053
Iteration 3190, loss = 1362.55243569
Iteration 3191, loss = 1363.32961791
Iteration 3192, loss = 1362.40751070
Iteration 3193, loss = 1362.43819549
Iteration 3194, loss = 1362.49068382
Iteration 3195, loss = 1362.51827222
Iteration 3196, loss = 1362.30720900
Iteration 3197, loss = 1362.31188886
Iteration 3198, loss = 1362.31707442
Iteration 3199, loss = 1362.29038678
Iteration 3200, loss = 1362.76969174
Iteration 3201, loss = 1362.24720860
Iteration 3202, loss = 1362.43590285
Iteration 3203, loss = 1362.65361364
Iteration 3204, loss = 1362.27976900
Iteration 3205, loss = 1362.37117157
Iteration 3206, loss = 1362.50720482
Iteration 3207, loss = 1362.21214915
Iteration 3208, loss = 1362.17990117
Iteration 3209, loss = 1362.07632915
Iteration 3210, loss = 1362.10399806
Iteration 3211, loss = 1361.97956606
Iteration 3212, loss = 1361.96615294
Iteration 3213, loss = 1362.05085827
Iteration 3214, loss = 1361.92899139
Iteration 3215, loss = 1362.05960982
Iteration 3216, loss = 1362.62882661
Iteration 3217, loss = 1361.91385479
Iteration 3218, loss = 1361.85769412
Iteration 3219, loss = 1361.82579353
Iteration 3220, loss = 1361.83805242
Iteration 3221, loss = 1361.80904154
Iteration 3222, loss = 1361.75680893
Iteration 3223, loss = 1361.87336608
Iteration 3224, loss = 1361.86404676
Iteration 3225, loss = 1361.73175542
Iteration 3226, loss = 1362.71610396
Iteration 3227, loss = 1361.62881840
Iteration 3228, loss = 1361.91210889
Iteration 3229, loss = 1362.07470835
Iteration 3230, loss = 1361.71614908
Iteration 3231, loss = 1361.64692509
Iteration 3232, loss = 1361.65402229
Iteration 3233, loss = 1361.64534732
Iteration 3234, loss = 1362.55684387
Iteration 3235, loss = 1361.64395977
Iteration 3236, loss = 1361.55065617
Iteration 3237, loss = 1361.41961121
Iteration 3238, loss = 1362.03789884
Iteration 3239, loss = 1361.43210880
Iteration 3240, loss = 1361.48445525
Iteration 3241, loss = 1361.47146858
Iteration 3242, loss = 1361.36188327
Iteration 3243, loss = 1361.76687033
Iteration 3244, loss = 1361.57668383
Iteration 3245, loss = 1361.42296691
Iteration 3246, loss = 1361.26175592
Iteration 3247, loss = 1361.51217333
Iteration 3248, loss = 1361.36160824
Iteration 3249, loss = 1361.34095842
Iteration 3250, loss = 1361.14391163
Iteration 3251, loss = 1361.13451583
Iteration 3252, loss = 1361.40636629
Iteration 3253, loss = 1361.32586212
Iteration 3254, loss = 1361.06417959
Iteration 3255, loss = 1361.07565607
Iteration 3256, loss = 1361.20504534
Iteration 3257, loss = 1361.08265543
Iteration 3258, loss = 1361.04804891
Iteration 3259, loss = 1360.96505951
Iteration 3260, loss = 1360.95116324
Iteration 3261, loss = 1361.21047171
Iteration 3262, loss = 1360.93422988
Iteration 3263, loss = 1360.88655684
Iteration 3264, loss = 1360.96969728
Iteration 3265, loss = 1360.79134262
Iteration 3266, loss = 1360.82816858
Iteration 3267, loss = 1361.06521863
Iteration 3268, loss = 1360.86719405
Iteration 3269, loss = 1360.85919308
Iteration 3270, loss = 1360.71128786
Iteration 3271, loss = 1360.81257539
Iteration 3272, loss = 1360.88347114
Iteration 3273, loss = 1360.66510426
Iteration 3274, loss = 1360.61253019
Iteration 3275, loss = 1360.70731822
Iteration 3276, loss = 1360.59955657
Iteration 3277, loss = 1360.56258061
Iteration 3278, loss = 1360.96113177
Iteration 3279, loss = 1360.57026565
Iteration 3280, loss = 1360.93880688
Iteration 3281, loss = 1360.51091868
Iteration 3282, loss = 1360.50644922
Iteration 3283, loss = 1360.62552180
Iteration 3284, loss = 1360.42653020
Iteration 3285, loss = 1360.46051133
Iteration 3286, loss = 1361.32029499
Iteration 3287, loss = 1361.50946857
Iteration 3288, loss = 1360.81448643
Iteration 3289, loss = 1360.38815216
Iteration 3290, loss = 1360.59036643
Iteration 3291, loss = 1360.20570757
Iteration 3292, loss = 1360.19333042
Iteration 3293, loss = 1360.32602361
Iteration 3294, loss = 1360.45203186
Iteration 3295, loss = 1360.62026962
Iteration 3296, loss = 1360.89527521
Iteration 3297, loss = 1360.26657952
Iteration 3298, loss = 1360.31415383
Iteration 3299, loss = 1360.22239480
Iteration 3300, loss = 1360.42462794
Iteration 3301, loss = 1360.78301700
Iteration 3302, loss = 1360.12401439
Iteration 3303, loss = 1359.96776943
Iteration 3304, loss = 1359.97226114
Iteration 3305, loss = 1360.22491684
Iteration 3306, loss = 1360.35098182
Iteration 3307, loss = 1360.18462403
Iteration 3308, loss = 1360.19692322
Iteration 3309, loss = 1360.16248933
Iteration 3310, loss = 1360.55655641
Iteration 3311, loss = 1359.98798914
Iteration 3312, loss = 1360.07648404
Iteration 3313, loss = 1359.83195158
Iteration 3314, loss = 1359.85822950
Iteration 3315, loss = 1359.95590276
Iteration 3316, loss = 1360.11068908
Iteration 3317, loss = 1359.78080251
Iteration 3318, loss = 1359.77983165
Iteration 3319, loss = 1359.76068002
Iteration 3320, loss = 1359.68580709
Iteration 3321, loss = 1359.84354472
Iteration 3322, loss = 1359.67403814
Iteration 3323, loss = 1359.61926475
Iteration 3324, loss = 1359.71344972
Iteration 3325, loss = 1360.16575331
Iteration 3326, loss = 1359.62554271
Iteration 3327, loss = 1359.53751133
Iteration 3328, loss = 1359.63470708
Iteration 3329, loss = 1359.49527955
Iteration 3330, loss = 1359.52295939
Iteration 3331, loss = 1359.69581043
Iteration 3332, loss = 1359.62786684
Iteration 3333, loss = 1359.41471769
Iteration 3334, loss = 1359.60692871
Iteration 3335, loss = 1360.40938971
Iteration 3336, loss = 1359.84377744
Iteration 3337, loss = 1359.50323928
Iteration 3338, loss = 1359.60024202
Iteration 3339, loss = 1359.26115041
Iteration 3340, loss = 1359.24297672
Iteration 3341, loss = 1359.34699298
Iteration 3342, loss = 1359.65639348
Iteration 3343, loss = 1359.77651101
Iteration 3344, loss = 1359.61512601
Iteration 3345, loss = 1359.42496952
Iteration 3346, loss = 1359.19445061
Iteration 3347, loss = 1359.73473666
Iteration 3348, loss = 1359.44944326
Iteration 3349, loss = 1359.14306970
Iteration 3350, loss = 1359.48060403
Iteration 3351, loss = 1359.15182499
Iteration 3352, loss = 1359.45593388
Iteration 3353, loss = 1359.03801060
Iteration 3354, loss = 1359.34888662
Iteration 3355, loss = 1359.05412131
Iteration 3356, loss = 1359.06312543
Iteration 3357, loss = 1359.10410434
Iteration 3358, loss = 1359.13615871
Iteration 3359, loss = 1358.94585615
Iteration 3360, loss = 1358.87172473
Iteration 3361, loss = 1358.88943594
Iteration 3362, loss = 1358.83560215
Iteration 3363, loss = 1359.64969725
Iteration 3364, loss = 1358.82360444
Iteration 3365, loss = 1358.86308724
Iteration 3366, loss = 1358.85035102
Iteration 3367, loss = 1358.96271005
Iteration 3368, loss = 1358.74049755
Iteration 3369, loss = 1358.73406176
Iteration 3370, loss = 1359.36935694
Iteration 3371, loss = 1358.72197543
Iteration 3372, loss = 1359.38776292
Iteration 3373, loss = 1359.06800580
Iteration 3374, loss = 1359.29722972
Iteration 3375, loss = 1358.49711755
Iteration 3376, loss = 1358.53241401
Iteration 3377, loss = 1359.71033067
Iteration 3378, loss = 1358.74415027
Iteration 3379, loss = 1358.75382568
Iteration 3380, loss = 1358.76941199
Iteration 3381, loss = 1358.47837497
Iteration 3382, loss = 1358.58089253
Iteration 3383, loss = 1358.37180190
Iteration 3384, loss = 1358.72037794
Iteration 3385, loss = 1358.70653225
Iteration 3386, loss = 1358.47273557
Iteration 3387, loss = 1358.33219506
Iteration 3388, loss = 1358.68285346
Iteration 3389, loss = 1358.25639555
Iteration 3390, loss = 1358.29748035
Iteration 3391, loss = 1358.32005559
Iteration 3392, loss = 1358.63526816
Iteration 3393, loss = 1358.23663763
Iteration 3394, loss = 1358.27690133
Iteration 3395, loss = 1358.28600382
Iteration 3396, loss = 1358.24470100
Iteration 3397, loss = 1358.27360433
Iteration 3398, loss = 1358.04938849
Iteration 3399, loss = 1358.41221141
Iteration 3400, loss = 1358.57062547
Iteration 3401, loss = 1358.49110603
Iteration 3402, loss = 1358.18334432
Iteration 3403, loss = 1358.25419891
Iteration 3404, loss = 1358.00023958
Iteration 3405, loss = 1358.15400221
Iteration 3406, loss = 1357.95494997
Iteration 3407, loss = 1357.98775191
Iteration 3408, loss = 1358.18363714
Iteration 3409, loss = 1357.98943741
Iteration 3410, loss = 1358.27790376
Iteration 3411, loss = 1357.88874862
Iteration 3412, loss = 1357.86515645
Iteration 3413, loss = 1357.83078156
Iteration 3414, loss = 1357.86207281
Iteration 3415, loss = 1357.85279595
Iteration 3416, loss = 1357.67783070
Iteration 3417, loss = 1357.68778090
Iteration 3418, loss = 1357.98968440
Iteration 3419, loss = 1357.95128804
Iteration 3420, loss = 1357.77998740
Iteration 3421, loss = 1357.88237582
Iteration 3422, loss = 1357.61220705
Iteration 3423, loss = 1357.66346346
Iteration 3424, loss = 1357.52383487
Iteration 3425, loss = 1357.55182051
Iteration 3426, loss = 1357.63023566
Iteration 3427, loss = 1357.50077410
Iteration 3428, loss = 1357.43899917
Iteration 3429, loss = 1357.57702662
Iteration 3430, loss = 1357.74936966
Iteration 3431, loss = 1357.55263613
Iteration 3432, loss = 1357.35944836
Iteration 3433, loss = 1357.35550218
Iteration 3434, loss = 1357.42202273
Iteration 3435, loss = 1357.31258029
Iteration 3436, loss = 1357.56804362
Iteration 3437, loss = 1357.22184512
Iteration 3438, loss = 1357.31926835
Iteration 3439, loss = 1357.37160895
Iteration 3440, loss = 1357.18128612
Iteration 3441, loss = 1357.31508993
Iteration 3442, loss = 1357.22740469
Iteration 3443, loss = 1357.15485495
Iteration 3444, loss = 1357.12829001
Iteration 3445, loss = 1357.02926538
Iteration 3446, loss = 1357.46540223
Iteration 3447, loss = 1357.28315337
Iteration 3448, loss = 1357.33245074
Iteration 3449, loss = 1357.23596329
Iteration 3450, loss = 1357.20844472
Iteration 3451, loss = 1357.42236536
Iteration 3452, loss = 1356.98703459
Iteration 3453, loss = 1356.97852131
Iteration 3454, loss = 1356.92147019
Iteration 3455, loss = 1356.90078975
Iteration 3456, loss = 1356.83049896
Iteration 3457, loss = 1356.89748507
Iteration 3458, loss = 1357.01819849
Iteration 3459, loss = 1356.89519866
Iteration 3460, loss = 1356.86977975
Iteration 3461, loss = 1356.79413712
Iteration 3462, loss = 1357.02568260
Iteration 3463, loss = 1356.80547024
Iteration 3464, loss = 1356.70081763
Iteration 3465, loss = 1356.66761587
Iteration 3466, loss = 1356.90863328
Iteration 3467, loss = 1356.72748190
Iteration 3468, loss = 1356.60279778
Iteration 3469, loss = 1356.58344976
Iteration 3470, loss = 1356.80594291
Iteration 3471, loss = 1356.71775032
Iteration 3472, loss = 1357.00171381
Iteration 3473, loss = 1356.60623579
Iteration 3474, loss = 1357.73110050
Iteration 3475, loss = 1356.49061475
Iteration 3476, loss = 1356.50399992
Iteration 3477, loss = 1356.58382838
Iteration 3478, loss = 1356.49023414
Iteration 3479, loss = 1356.52281277
Iteration 3480, loss = 1356.55489963
Iteration 3481, loss = 1356.61236599
Iteration 3482, loss = 1356.59949577
Iteration 3483, loss = 1356.28781620
Iteration 3484, loss = 1356.26467116
Iteration 3485, loss = 1356.31798355
Iteration 3486, loss = 1356.44567594
Iteration 3487, loss = 1356.37251090
Iteration 3488, loss = 1356.29203180
Iteration 3489, loss = 1356.34323669
Iteration 3490, loss = 1356.44841290
Iteration 3491, loss = 1356.70018894
Iteration 3492, loss = 1356.34462371
Iteration 3493, loss = 1356.19947161
Iteration 3494, loss = 1356.69463142
Iteration 3495, loss = 1356.11026788
Iteration 3496, loss = 1356.14855203
Iteration 3497, loss = 1356.22795130
Iteration 3498, loss = 1356.16933493
Iteration 3499, loss = 1356.16662051
Iteration 3500, loss = 1356.17505230
Iteration 3501, loss = 1356.23333338
Iteration 3502, loss = 1355.92502397
Iteration 3503, loss = 1356.14755802
Iteration 3504, loss = 1355.90572451
Iteration 3505, loss = 1355.94715205
Iteration 3506, loss = 1355.97068307
Iteration 3507, loss = 1355.92635643
Iteration 3508, loss = 1356.49028486
Iteration 3509, loss = 1355.81788126
Iteration 3510, loss = 1355.86506187
Iteration 3511, loss = 1355.80018155
Iteration 3512, loss = 1355.76049608
Iteration 3513, loss = 1355.94688705
Iteration 3514, loss = 1355.66355449
Iteration 3515, loss = 1355.65854342
Iteration 3516, loss = 1355.68568955
Iteration 3517, loss = 1355.69631882
Iteration 3518, loss = 1355.70840545
Iteration 3519, loss = 1355.72104417
Iteration 3520, loss = 1355.66344452
Iteration 3521, loss = 1355.73392815
Iteration 3522, loss = 1355.55830532
Iteration 3523, loss = 1355.48864343
Iteration 3524, loss = 1355.70088903
Iteration 3525, loss = 1355.66021136
Iteration 3526, loss = 1355.49647601
Iteration 3527, loss = 1355.57543086
Iteration 3528, loss = 1356.35497116
Iteration 3529, loss = 1355.45332500
Iteration 3530, loss = 1355.60930230
Iteration 3531, loss = 1356.03703793
Iteration 3532, loss = 1355.51964487
Iteration 3533, loss = 1355.51910351
Iteration 3534, loss = 1355.74719904
Iteration 3535, loss = 1355.93680450
Iteration 3536, loss = 1355.30135697
Iteration 3537, loss = 1355.70460534
Iteration 3538, loss = 1356.03439061
Iteration 3539, loss = 1355.50579918
Iteration 3540, loss = 1355.22873420
Iteration 3541, loss = 1355.27568102
Iteration 3542, loss = 1355.18319940
Iteration 3543, loss = 1355.25301068
Iteration 3544, loss = 1355.20499552
Iteration 3545, loss = 1355.15765825
Iteration 3546, loss = 1355.34101198
Iteration 3547, loss = 1355.09737545
Iteration 3548, loss = 1355.12054807
Iteration 3549, loss = 1355.47921396
Iteration 3550, loss = 1355.08459927
Iteration 3551, loss = 1355.01688988
Iteration 3552, loss = 1355.02677953
Iteration 3553, loss = 1354.99835668
Iteration 3554, loss = 1355.25380003
Iteration 3555, loss = 1355.14433703
Iteration 3556, loss = 1354.89677982
Iteration 3557, loss = 1354.93220834
Iteration 3558, loss = 1355.32644372
Iteration 3559, loss = 1355.51478581
Iteration 3560, loss = 1355.72050160
Iteration 3561, loss = 1354.90019137
Iteration 3562, loss = 1354.89244794
Iteration 3563, loss = 1355.01254634
Iteration 3564, loss = 1354.89203175
Iteration 3565, loss = 1354.76779027
Iteration 3566, loss = 1354.73816903
Iteration 3567, loss = 1354.75628659
Iteration 3568, loss = 1354.70970204
Iteration 3569, loss = 1354.91715086
Iteration 3570, loss = 1354.62673373
Iteration 3571, loss = 1355.05439104
Iteration 3572, loss = 1354.63285290
Iteration 3573, loss = 1354.59638846
Iteration 3574, loss = 1354.62542526
Iteration 3575, loss = 1354.90366310
Iteration 3576, loss = 1354.51740736
Iteration 3577, loss = 1354.60322761
Iteration 3578, loss = 1354.40685073
Iteration 3579, loss = 1354.44796362
Iteration 3580, loss = 1354.85243303
Iteration 3581, loss = 1354.95604891
Iteration 3582, loss = 1355.05082969
Iteration 3583, loss = 1354.45245231
Iteration 3584, loss = 1354.47303835
Iteration 3585, loss = 1354.30437314
Iteration 3586, loss = 1354.27412854
Iteration 3587, loss = 1354.48659573
Iteration 3588, loss = 1354.46293082
Iteration 3589, loss = 1354.54882198
Iteration 3590, loss = 1354.40917438
Iteration 3591, loss = 1354.36217182
Iteration 3592, loss = 1354.29674122
Iteration 3593, loss = 1354.33813788
Iteration 3594, loss = 1354.32056844
Iteration 3595, loss = 1354.24759358
Iteration 3596, loss = 1354.20289188
Iteration 3597, loss = 1354.24838102
Iteration 3598, loss = 1354.15325833
Iteration 3599, loss = 1354.14960934
Iteration 3600, loss = 1355.15695611
Iteration 3601, loss = 1353.94940812
Iteration 3602, loss = 1353.99004523
Iteration 3603, loss = 1353.99422413
Iteration 3604, loss = 1354.38836273
Iteration 3605, loss = 1354.25972590
Iteration 3606, loss = 1354.35733766
Iteration 3607, loss = 1354.02713635
Iteration 3608, loss = 1354.00937187
Iteration 3609, loss = 1353.88956875
Iteration 3610, loss = 1353.89010129
Iteration 3611, loss = 1353.89856216
Iteration 3612, loss = 1354.09166879
Iteration 3613, loss = 1354.38277938
Iteration 3614, loss = 1353.79514514
Iteration 3615, loss = 1353.83834648
Iteration 3616, loss = 1354.20068967
Iteration 3617, loss = 1353.57290252
Iteration 3618, loss = 1354.09011564
Iteration 3619, loss = 1354.21943934
Iteration 3620, loss = 1354.15854569
Iteration 3621, loss = 1354.02813756
Iteration 3622, loss = 1353.77361166
Iteration 3623, loss = 1353.88320940
Iteration 3624, loss = 1353.68831307
Iteration 3625, loss = 1353.72506510
Iteration 3626, loss = 1353.79133533
Iteration 3627, loss = 1353.63237636
Iteration 3628, loss = 1353.66131947
Training loss did not improve more than tol=0.000100 for 10 consecutive epochs. Stopping.
numel for MLPRegressor = 11301
RMSE for MLP regressor for the diabetes dataset = 51.14554004371418
############## Training TensorBSplines Regressor ################
numel for TensorBSplines-Regressor = 110
TensorBSplines Regression Training:   0%|          | 0/10000 [00:00<?, ?it/s]i = 0,si = 28105.57719216265
TensorBSplines Regression Training:   1%|          | 101/10000 [00:13<15:09, 10.88it/s]i = 100,si = 18822.425567928152
TensorBSplines Regression Training:   2%|▏         | 201/10000 [00:22<14:17, 11.43it/s]i = 200,si = 11437.280883912037
TensorBSplines Regression Training:   3%|▎         | 301/10000 [00:31<14:00, 11.54it/s]i = 300,si = 7516.120269427755
TensorBSplines Regression Training:   4%|▍         | 401/10000 [00:39<13:59, 11.43it/s]i = 400,si = 6091.688398302234
TensorBSplines Regression Training:   5%|▌         | 501/10000 [00:48<14:12, 11.14it/s]i = 500,si = 5163.984093972153
TensorBSplines Regression Training:   6%|▌         | 601/10000 [00:57<13:38, 11.48it/s]i = 600,si = 4550.760782942848
TensorBSplines Regression Training:   7%|▋         | 701/10000 [01:06<13:30, 11.47it/s]i = 700,si = 4253.703355639839
TensorBSplines Regression Training:   8%|▊         | 801/10000 [01:15<13:21, 11.48it/s]i = 800,si = 3951.523817451216
TensorBSplines Regression Training:   9%|▉         | 901/10000 [01:23<13:15, 11.44it/s]i = 900,si = 3671.5841889094436
TensorBSplines Regression Training:  10%|█         | 1001/10000 [01:32<13:05, 11.46it/s]i = 1000,si = 3537.983756987203
TensorBSplines Regression Training:  11%|█         | 1101/10000 [01:41<12:51, 11.53it/s]i = 1100,si = 3234.9850777154484
TensorBSplines Regression Training:  12%|█▏        | 1201/10000 [01:50<12:40, 11.57it/s]i = 1200,si = 3320.396239775108
TensorBSplines Regression Training:  13%|█▎        | 1301/10000 [01:58<12:36, 11.50it/s]i = 1300,si = 3206.4902118424043
TensorBSplines Regression Training:  14%|█▍        | 1401/10000 [02:07<12:25, 11.54it/s]i = 1400,si = 2981.5160283125833
TensorBSplines Regression Training:  15%|█▌        | 1501/10000 [02:16<12:21, 11.46it/s]i = 1500,si = 2989.916598015254
TensorBSplines Regression Training:  16%|█▌        | 1601/10000 [02:24<12:06, 11.57it/s]i = 1600,si = 2975.091259266198
